ssn	occupation	education	gender	salary
b125045604	engineering-worker	certificate-iii	m	82365
e142110527	ict-technician	bachelor-degree	f	82223
f164591058	engineering-worker	certificate-ii	f	70575
b195030250	ict-technician	certificate-iii	f	81644
f155230244	ict-technician	bachelor-degree	f	118830
h172515750	other-service-worker	certificate-ii	f	45544
b155528503	legal-professional	doctoral-degree	m	145050
d140275352	ict-technician	diploma	f	108423
f104014555	construction-worker	diploma	m	97817
i150087524	manager	graduate-diploma	m	119231
c188094595	other-service-worker	certificate-ii	f	73141
i115095095	other-worker	certificate-iv	f	58294
i125052671	ict-professional	graduate-certificate	f	104843
h122805535	secretary	senior-secondary-school	f	32287
d172165110	ict-technician	advance-diploma	f	108284
f108546930	machinary-driver	secondary-school	m	15496
c160635204	art-media-professional	graduate-certificate	f	135318
c145064256	construction-worker	certificate-iv	f	56348
h139456206	chief-executive	masters-degree	f	177798
h145964096	education-professional	advance-diploma	m	130089
i147900035	ict-technician	bachelor-degree	f	91183
e175427110	general-manager	masters-degree	m	100170
b170525932	other-technician	bachelor-degree	m	121560
c153800785	education-professional	graduate-diploma	f	119118
c141045347	health-support-worker	certificate-ii	f	55165
b164034457	other-technician	certificate-iv	f	141233
i107505649	education-professional	bachelor-degree	f	95752
a191576806	cleaner	senior-secondary-school	m	10765
a107502758	personal-services-worker	certificate-i	m	46023
e175014863	health-professional	doctoral-degree	m	145215
d150247808	ict-technician	certificate-iv	m	78845
f170501018	ict-technician	diploma	f	85966
c145051008	other-technician	advance-diploma	f	101197
d138163050	legal-professional	graduate-diploma	f	139943
f196058479	personal-services-worker	certificate-i	f	37594
a100568525	ict-technician	diploma	f	101191
c158556509	health-support-worker	certificate-i	m	79346
a185409598	factory-worker	secondary-school	f	17663
d160156748	ict-technician	certificate-iv	m	121515
h171980588	other-technician	certificate-iv	f	143406
c159091259	other-worker	certificate-iii	f	61634
f154965204	machinary-driver	senior-secondary-school	f	16410
g139011385	art-media-professional	bachelor-degree	f	146640
e153909734	ict-professional	bachelor-degree	f	81078
d196430475	other-technician	certificate-iii	f	106932
c146055894	health-professional	advance-diploma	f	142534
g145308879	construction-worker	diploma	f	89486
f150998693	other-labourer	secondary-school	f	11809
c198555002	other-technician	diploma	f	100770
e171995044	ict-professional	advance-diploma	m	86822
g110806025	health-professional	advance-diploma	f	135509
f198416700	art-media-professional	doctoral-degree	f	97766
i130936130	construction-worker	certificate-iii	m	80055
c108316006	engineering-worker	certificate-iii	f	82916
c180378620	ict-technician	diploma	f	73043
e166983001	other-worker	certificate-iii	f	81470
e105440860	ict-technician	certificate-iii	f	113108
f167564005	farm-worker	secondary-school	f	15695
g194060765	clerks	certificate-i	m	39355
b109036106	ict-technician	bachelor-degree	f	125251
a174624060	ict-technician	certificate-iii	f	121551
h109386560	secretary	senior-secondary-school	f	32187
c101630380	ict-technician	diploma	f	123902
c167880050	ict-technician	advance-diploma	f	112117
f161497008	general-manager	graduate-certificate	m	115399
e108141161	machinary-driver	senior-secondary-school	m	15780
e181601022	engineering-worker	certificate-iv	f	80856
d105856012	farm-worker	senior-secondary-school	m	12848
f160156739	other-technician	diploma	f	72023
i121632064	other-technician	certificate-iv	m	102475
d124155602	carer	certificate-ii	f	58682
i123011606	ict-technician	certificate-iv	f	133861
d192101269	education-professional	bachelor-degree	m	124968
c136120354	education-professional	bachelor-degree	m	129691
d120767264	other-technician	diploma	m	129430
h164868802	engineering-worker	certificate-iii	f	55075
d109904622	cleaner	senior-secondary-school	f	15182
i190244446	health-support-worker	certificate-i	f	41793
h120029694	construction-worker	diploma	m	85680
d176820923	carer	certificate-i	m	70091
f190340623	farm-worker	senior-secondary-school	f	14429
f146803408	ict-technician	certificate-iv	f	74251
f180643326	un-employed	secondary-school	m	3843
e157395160	machinary-driver	senior-secondary-school	f	13683
h150691937	ict-technician	diploma	f	110353
c169286503	legal-professional	graduate-certificate	m	117877
h117160053	other-service-worker	certificate-ii	f	48830
b100724673	other-worker	certificate-iv	m	59050
b170044836	other-worker	certificate-ii	m	60421
g104693281	looking-for-employment	secondary-school	f	2247
i130664100	general-manager	graduate-diploma	f	103928
b113647301	construction-worker	diploma	m	69530
e130086245	education-professional	advance-diploma	m	142653
d162270064	ict-technician	certificate-iii	f	82783
i106046141	ict-technician	certificate-iii	f	128033
c110644985	construction-worker	certificate-ii	f	73414
i164101067	ict-technician	certificate-iii	f	72717
c106924274	construction-labourer	senior-secondary-school	f	12233
i168508144	legislator	doctoral-degree	m	171115
f194438061	ict-technician	diploma	f	117294
g170056971	clerks	senior-secondary-school	f	46272
f181256407	general-manager	graduate-diploma	f	193492
f191605945	education-professional	doctoral-degree	f	126603
c189060512	art-media-professional	bachelor-degree	f	105029
e160953509	ict-technician	advance-diploma	m	80267
b152058675	education-professional	advance-diploma	f	92952
a104576658	cleaner	secondary-school	m	19007
i187605685	personal-services-worker	certificate-i	f	41997
g119078065	other-technician	diploma	f	80068
c146680208	manager	masters-degree	f	198821
b136689001	ict-technician	advance-diploma	f	125815
c166160161	legal-professional	advance-diploma	f	81428
e164706861	manager	graduate-diploma	f	101912
h106602925	health-professional	advance-diploma	m	134277
g188963609	education-professional	advance-diploma	f	123250
g160540660	construction-worker	certificate-iii	f	92393
e140676430	personal-services-worker	certificate-i	m	72139
d160246286	other-technician	diploma	m	119266
g126105647	other-service-worker	certificate-i	f	54023
a155646630	engineering-worker	certificate-iii	m	60395
a156558690	ict-technician	advance-diploma	f	126613
h166604082	personal-assistant	senior-secondary-school	m	43273
c160886681	other-technician	certificate-iv	f	127848
h177066761	health-professional	bachelor-degree	f	140266
c171605105	manager	graduate-certificate	f	100308
g164108257	legal-professional	bachelor-degree	f	95227
c138026017	ict-technician	advance-diploma	f	94947
d160693672	ict-technician	advance-diploma	f	143736
e108347766	un-employed	secondary-school	f	3450
g116447409	farm-worker	secondary-school	m	18042
g185580706	ict-technician	bachelor-degree	m	137639
d106376727	art-media-professional	masters-degree	m	108056
a106613168	other-worker	certificate-iii	f	99810
e180888276	other-technician	certificate-iv	f	113643
f176083103	other-worker	certificate-iii	f	90139
g138561027	education-professional	bachelor-degree	m	103752
e160800359	general-manager	graduate-certificate	f	161660
g163586830	other-technician	certificate-iv	f	114360
i147568106	shop-assistent	secondary-school	m	6290
d101077860	ict-professional	advance-diploma	f	122318
i188872601	art-media-professional	bachelor-degree	f	106815
c168918670	art-media-professional	bachelor-degree	m	147089
i109438641	factory-worker	senior-secondary-school	f	12962
b180099669	manager	masters-degree	f	149659
h165910016	health-professional	graduate-certificate	m	110749
b126051479	health-professional	bachelor-degree	f	107345
e166059239	ict-technician	certificate-iii	f	133827
e136150970	other-worker	diploma	m	67915
f101362509	other-worker	certificate-ii	f	82271
h102162968	other-technician	diploma	f	120672
i160179894	manager	graduate-certificate	f	135266
a169094710	taxi-driver	secondary-school	f	14793
i100700111	secretary	senior-secondary-school	f	34404
e107800330	other-technician	certificate-iii	f	84299
i150764033	construction-worker	certificate-iii	f	80834
b187240023	education-professional	graduate-certificate	f	144224
b194697700	farm-worker	senior-secondary-school	f	18797
g107710705	casual-worker	secondary-school	f	9415
e177044052	machinary-driver	senior-secondary-school	f	15094
f190760004	carer	certificate-i	f	45713
h198709680	ict-professional	doctoral-degree	m	149015
c191053707	ict-technician	diploma	f	121501
e190774037	un-employed	secondary-school	f	3430
a177089500	secretary	certificate-i	m	48703
h147596100	education-professional	advance-diploma	f	128721
h111370116	cleaner	senior-secondary-school	f	16404
d101161978	health-professional	bachelor-degree	f	100220
b117761940	automotive-worker	certificate-iv	m	91199
g127124020	cleaner	senior-secondary-school	m	17438
b119703540	legal-professional	advance-diploma	f	87504
i171257052	taxi-driver	senior-secondary-school	m	14381
b107021323	cleaner	secondary-school	m	15609
e100202723	ict-technician	advance-diploma	f	77552
b127332430	other-technician	certificate-iii	m	99056
i193048207	engineering-worker	certificate-ii	f	63483
e104330257	health-support-worker	certificate-ii	f	32301
i182750450	automotive-worker	diploma	f	68138
e143607926	ict-professional	doctoral-degree	m	97394
d102836047	manager	graduate-diploma	m	150348
f178707727	legislator	graduate-diploma	m	162665
d140300704	other-technician	diploma	f	94724
a172312300	other-service-worker	certificate-i	m	65007
a140367610	ict-professional	bachelor-degree	m	118737
a132838270	clerks	senior-secondary-school	f	40084
i106328751	manager	masters-degree	f	181393
h130273340	ict-technician	certificate-iv	f	111391
a107136390	secretary	certificate-i	m	48469
a137806047	legal-professional	graduate-diploma	m	133655
f136850257	shop-assistent	secondary-school	f	5973
a155601375	education-professional	graduate-diploma	f	99598
a185470935	art-media-professional	advance-diploma	f	94762
d172906553	secretary	certificate-i	f	41435
d114387083	education-professional	graduate-diploma	m	120986
e100359700	other-technician	certificate-iii	f	128204
f107055054	other-technician	bachelor-degree	f	145910
c143331407	ict-professional	bachelor-degree	f	113778
h105415762	personal-assistant	certificate-i	m	36855
i157228204	taxi-driver	senior-secondary-school	m	13238
f127041344	other-technician	certificate-iii	f	110274
h105841378	art-media-professional	advance-diploma	m	101702
c164740944	ict-professional	bachelor-degree	f	146043
c184760844	cleaner	senior-secondary-school	m	13303
f171060154	machinary-driver	senior-secondary-school	f	17391
c184757022	clerical-worker	certificate-i	f	40459
f184564570	other-technician	bachelor-degree	f	80218
a176013414	ict-technician	advance-diploma	f	136233
b187046961	education-professional	masters-degree	f	130989
c187240817	ict-technician	certificate-iii	f	106135
c127774029	ict-technician	diploma	m	76171
b140784948	engineering-worker	diploma	f	87913
a179495039	other-technician	certificate-iii	f	73706
c113207529	engineering-worker	certificate-iii	m	60388
b106745877	other-worker	certificate-iv	m	86313
a132756505	other-technician	diploma	m	116773
i159579006	secretary	certificate-i	f	32978
d152013756	ict-technician	advance-diploma	f	104914
h176703015	health-support-worker	certificate-i	m	62014
e175567105	other-service-worker	certificate-i	f	50089
c175766098	other-technician	certificate-iii	f	144280
e157700967	factory-worker	senior-secondary-school	f	12339
b159071571	construction-labourer	senior-secondary-school	m	13824
e155031726	education-professional	advance-diploma	m	96544
b141856070	ict-technician	advance-diploma	f	93578
d166286706	ict-technician	certificate-iii	f	138433
e127870664	other-clerical-worker	senior-secondary-school	m	38613
a131975670	education-professional	bachelor-degree	f	118644
g187076405	general-manager	doctoral-degree	m	113660
d137806231	construction-worker	certificate-iii	f	95378
d178623900	ict-technician	certificate-iv	m	145957
g160427698	other-worker	certificate-iv	f	80648
d183030770	personal-services-worker	certificate-ii	f	48615
c195737270	engineering-worker	certificate-iv	f	65750
d135790575	ict-professional	graduate-certificate	f	103567
c191577501	ict-technician	diploma	f	112732
c151507657	shop-assistent	secondary-school	f	9896
e155777058	taxi-driver	secondary-school	f	17753
i103676777	carer	certificate-i	m	62261
h107770148	construction-worker	certificate-iii	f	50792
d177281790	construction-worker	certificate-iii	f	72691
h109687879	taxi-driver	senior-secondary-school	m	15322
h190774924	engineering-worker	certificate-ii	m	68933
g178527072	taxi-driver	senior-secondary-school	m	17455
e170728446	other-worker	diploma	m	66288
d183025247	automotive-worker	diploma	f	53029
g101005738	ict-technician	advance-diploma	m	74980
i180541470	cleaner	senior-secondary-school	f	18041
e198178056	construction-worker	certificate-iv	f	52727
g106648974	ict-technician	diploma	f	131912
f174960786	chief-executive	masters-degree	f	163182
b177038800	legal-professional	bachelor-degree	f	87043
d150878877	legal-professional	bachelor-degree	f	117002
i108667448	other-worker	certificate-ii	f	66469
i183888107	other-labourer	secondary-school	f	14854
h197708081	construction-worker	diploma	m	76543
e108879656	legal-professional	bachelor-degree	f	92657
b145079709	carer	certificate-ii	m	43106
